# key	zipf — built by export_dictionary.py, do not hand-edit
اكال	1.77
اكاليل	2.84
اكام	1.43
اكامل	0.00
اكايس	0.00
اكب	2.23
اكباب	0.00
اكباد	2.06
اكبار	2.08
اكباش	1.82
اكبال	1.17
اكبح	1.53
اكبر	5.69
اكبرن	0.00
اكبروا	1.66
اكبري	1.87
اكبس	1.76
اكبسن	0.00
اكبسوا	0.00
اكبسي	1.13
اكبل	0.00
اكتئاب	3.42
اكتاب	1.43
اكتاف	3.22
اكتال	0.00
اكتب	4.73
اكتبن	0.00
اكتبوا	2.73
اكتبي	3.06
اكتتاب	2.69
اكتتام	0.00
اكتتب	1.60
اكتتبي	0.00
اكتتف	0.00
اكتتم	0.00
اكتحال	0.00
اكتحل	1.09
اكتحلتم	0.00
اكتحلتن	0.00
اكتحلنا	0.00
اكتحلي	0.00
اكتدح	0.00
اكتراء	0.00
اكتراث	2.59
اكترب	0.00
اكتربتم	0.00
اكتربتن	0.00
اكتربنا	0.00
اكتربي	0.00
اكترث	2.23
اكترى	0.00
اكتساء	1.26
اكتساب	3.84
اكتساح	2.82
اكتسب	3.54
اكتسح	2.94
اكتسى	2.05
اكتشاف	4.61
اكتشف	4.54
اكتشفي	2.61
اكتظ	2.08
اكتظاظ	2.43
اكتع	0.00
اكتفاء	2.96
اكتفة	0.00
اكتفى	3.28
اكتلى	0.00
اكتم	2.36
اكتمال	3.85
اكتمل	3.65
اكتمن	0.00
اكتموا	1.63
اكتمي	1.56
اكتناز	2.11
اكتناف	1.32
اكتناه	1.01
اكتنز	1.16
اكتنس	0.00
اكتنف	1.40
اكتنه	0.00
اكتهال	0.00
اكتهل	0.00
اكتواء	0.00
اكتوبر	5.34
اكتوى	2.08
اكثار	2.79
اكثر	6.09
اكثرن	0.00
اكثروا	1.84
اكثري	2.23
اكثرية	3.23
اكحال	0.00
اكحل	2.20
اكد	4.69
اكداس	1.83
اكدر	1.64
اكدى	0.00
اكدي	1.95
اكذب	3.64
اكذبن	0.00
اكذبوا	0.00
اكذبي	1.85
اكذوبة	2.94
اكر	2.42
اكراء	0.00
اكراز	0.00
اكراش	1.08
اكرام	3.13
اكرامية	2.03
اكراه	3.28
اكرب	0.00
اكربتم	0.00
اكربتن	0.00
اكربن	0.00
اكربنا	0.00
اكربوا	0.00
اكربي	0.00
اكرة	1.91
اكرش	0.00
اكرع	0.00
اكرم	4.10
اكرمن	0.00
اكرموا	0.00
اكرمي	1.84
اكرن	0.00
اكره	4.33
اكرهي	0.00
اكرومة	0.00
اكرى	1.10
اكرياء	0.00
اكساب	2.47
اكسار	0.00
اكسب	3.13
اكسبن	0.00
اكسبوا	1.29
اكسبي	1.94
اكسجين	3.34
اكسح	1.29
اكسد	1.34
اكسدة	2.90
اكسر	3.38
اكسرن	0.00
اكسروا	1.81
اكسري	2.24
اكسف	0.00
اكسفورد	3.39
اكسل	3.41
اكسى	0.00
اكسية	1.11
اكسيد	3.87
اكسير	2.76
اكسينون	0.00
اكشاك	2.83
اكشر	1.07
اكشف	3.01
اكشفن	0.00
اكشفوا	1.60
اكشفي	2.11
اكشن	3.45
اكعب	0.00
اكف	3.08
اكفا	2.50
اكفاء	3.10
اكفال	0.00
اكفان	2.28
اكفة	0.00
اكفر	2.75
اكفل	2.01
اكفهر	0.00
اكفهرار	0.00
اكفوا	0.00
اكفى	1.19
اكفي	1.31
اكفين	0.00
اكل	4.37
اكلا	0.00
اكلاء	0.00
اكلال	0.00
اكلب	2.00
اكلبن	0.00
اكلبوا	0.00
اكلبي	0.00
اكلة	3.38
اكلتم	0.00
اكلتن	0.00
اكلح	0.00
اكلف	2.15
اكلفن	0.00
اكلفوا	1.16
اكلفي	0.00
اكلنا	0.00
اكلي	3.12
اكليروس	1.48
اكليل	3.10
اكم	1.81
اكمؤ	0.00
اكما	0.00
اكمال	3.97
اكمام	3.00
اكمة	2.17
اكمد	1.07
اكمش	0.00
اكمل	4.36
اكمه	1.04
اكمون	0.00
اكن	4.61
اكناف	2.80
اكنة	1.81
اكنسة	0.00
اكنف	0.00
اكواب	3.46
اكواخ	3.04
اكوادور	2.41
اكوار	1.05
اكواز	1.88
اكواع	1.47
اكوام	3.34
اكوان	2.52
اكوع	0.00
اكول	2.26
اكى	0.00
اكيار	0.00
اكياس	3.93
اكيال	1.51
اكيد	4.20
اكيس	1.76
الا	5.99
الاء	3.12
الاب	3.25
الاباما	3.28
الابن	4.29
الابناء	4.10
الاثنين	4.81
الاح	0.00
الاحد	4.99
الادد	0.00
الاذ	0.00
الاذذ	0.00
الاراضي	4.87
الاردن	5.05
الارض	5.65
الاسد	4.92
الاسكا	3.42
الاسلام	5.33
الاشهل	2.20
الاع	0.00
الاعالي	2.59
الاعيب	2.66
الاغاني	4.48
الاف	5.02
الافاعي	3.47
الافعى	3.60
الاقصر	3.63
الاقى	1.64
الاقي	3.10
الالى	2.48
الام	4.15
الاماني	3.30
الامم	5.22
الامين	4.63
الان	5.97
الانبار	3.69
الانة	0.00
الانثى	4.08
الاندلس	4.25
الانصار	3.93
الاهاجي	0.00
الاهة	2.17
الايا	1.52
الايادي	3.63
الايدي	4.09
الاين	1.45
الب	3.28
الباء	0.00
الباب	2.14
الباد	0.00
البارح	3.12
البارحة	4.55
الباس	2.26
البان	3.01
الباني	2.87
البانيا	3.89
البتراء	3.13
البترون	2.86
البحرين	5.19
البحيرة	4.33
البديع	3.40
البراق	3.34
البرجيس	0.00
البس	3.30
البسة	2.79
البسي	1.82
البصرة	4.32
البعر	1.95
البكة	1.27
البلقان	3.71
البن	1.88
البنجاب	3.26
البنغال	2.78
البهاما	2.93
البو	3.18
البوسنة	3.99
البوم	4.02
البيضاء	4.78
الة	4.70
الت	2.47
التئام	2.98
التائي	0.00
التاث	0.00
التاع	0.00
التام	2.20
التاى	0.00
التاي	1.68
التباس	2.80
التباك	0.00
التبت	3.66
التبس	2.29
التبك	0.00
التبن	3.06
التبنتم	0.00
التبنتن	0.00
التبني	3.52
التثنية	2.84
التجا	2.53
التجاء	1.72
التحاء	0.00
التحاف	1.44
التحاق	3.22
التحام	2.93
التحف	3.55
التحق	3.90
التحم	2.40
التحى	0.00
التذ	1.26
التذاذ	0.00
التراقي	2.47
التزاق	0.00
التزام	4.24
التزق	0.00
التزم	3.70
التشيك	3.61
التصاق	2.81
التصق	2.62
التطام	0.00
التطم	0.00
التظى	0.00
التعازي	3.78
التف	3.06
التفات	2.41
التفاف	3.31
التفت	3.63
التفتت	2.76
التفتم	0.00
التفتنا	1.74
التفتي	1.87
التق	2.33
التقاء	3.51
التقاط	4.21
التقاف	1.01
التقام	1.04
التقت	3.84
التقط	3.86
التقف	0.00
التقم	1.50
التقى	4.22
التكم	1.52
التماس	3.73
التمس	3.03
التمسي	1.34
التهاب	4.41
التهاف	0.00
التهام	2.90
التهب	1.85
التهف	0.00
التهم	4.22
التهمي	0.00
التهى	1.04
التواء	2.97
التوالي	4.58
التوى	2.30
التياع	0.00
الث	0.00
الثغ	1.10
الثور	4.06
الج	1.92
الجا	3.07
الجاء	0.00
الجام	1.98
الجامع	4.26
الجبيل	3.60
الجدي	3.71
الجديدة	5.46
الجرار	3.22
الجزائر	5.08
الجزيرة	5.15
الجم	2.04
الجمة	0.00
الجمعة	5.14
الجوابي	1.28
الجوف	4.00
الجيزة	4.19
الح	3.05
الحاح	2.89
الحاد	2.87
الحارث	3.97
الحاف	1.26
الحاق	3.73
الحام	0.00
الحان	3.69
الحبشة	3.56
الحجاز	3.95
الحجل	2.60
الحد	2.03
الحديدة	3.90
الحرمين	4.47
الحس	3.76
الحسكة	3.51
الحسن	4.93
الحسوا	0.00
الحسي	3.34
الحسيمة	3.48
الحف	0.00
الحق	3.56
الحقي	1.18
الحلفاء	3.86
الحم	1.04
الحمل	4.67
الحن	1.99
الحواشي	2.81
الحوت	4.10
الحى	0.00
الحي	1.36
الخ	4.35
الخاصة	5.62
الخبر	4.99
الخرطوم	4.22
الخطا	3.31
الخليل	4.47
الخمس	4.48
الخميس	4.90
الخن	0.00
الخوابي	1.27
الخوافي	1.99
الخوالي	2.93
الخوخ	3.35
الد	3.19
الدارجة	3.50
الدانوب	3.06
الدبران	1.86
الدة	0.00
الدجاج	4.29
الدجاجة	3.54
الدلو	3.83
الدمام	4.20
الدواعي	2.70
الدوالي	2.97
الدواهي	2.04
الدوحة	4.44
الذ	3.18
الذكر	4.53
الذي	6.54
الراية	3.79
الرب	4.66
الرباط	4.22
الرشاء	1.79
الرصافة	2.97
الرضا	4.26
الرقة	4.27
الرمان	3.55
الرملة	3.49
الروابي	2.60
الرواسي	2.38
الروم	4.25
الروي	2.39
الرياض	5.08
الز	0.00
الزاق	0.00
الزام	3.51
الزامي	3.33
الزامية	3.45
الزرقاء	4.32
الزق	1.23
الزم	3.15
الزمي	0.00
الزهر	3.62
الزهرة	3.95
الزيتون	4.30
الس	2.26
السبت	4.86
السرطان	4.65
السن	2.75
السنبلة	2.64
السنة	5.38
السند	4.01
السنغال	4.04
السواقي	2.49
السودان	5.05
السويد	4.41
السويس	4.26
الشارقة	4.19
الشاش	2.96
الشافعي	4.34
الشام	4.80
الشرق	5.26
الشرقية	5.06
الشريفي	2.48
الشوك	3.47
الشيخان	2.76
الشيعة	4.76
الصربية	3.77
الصق	2.71
الصوابي	1.63
الصومال	4.35
الصويرة	2.98
الصين	5.22
الضالع	3.45
الضفادع	3.49
الضواحي	3.56
الضواري	2.49
الطائف	4.28
الطارق	3.26
الطاف	2.53
الطب	4.83
الطف	3.65
الطفن	0.00
الطفوا	0.00
الطفي	1.32
الظهران	3.78
العاب	4.63
العاصي	3.65
العافية	3.63
العاقل	3.67
العامية	3.81
العب	4.02
العبرية	4.16
العبن	1.22
العبوا	2.62
العبي	2.79
العدس	3.12
العرائش	3.07
العراق	5.51
العزى	2.97
العفو	4.80
العق	2.51
العقرب	3.87
العقن	0.00
العقوا	0.00
العقي	2.09
العلمين	3.19
العن	2.84
العنقاء	3.16
العنوا	1.34
العني	1.58
العوادي	2.29
العوالي	2.76
العوبة	2.42
العيون	4.57
الغاء	4.65
الغابون	3.00
الغاد	0.00
الغاز	3.33
الغام	3.34
الغانج	2.10
الغبراء	2.09
الغت	3.62
الغربية	5.15
الغز	0.00
الغطاس	2.92
الغم	0.00
الغواشي	0.00
الغوالي	2.14
الغى	3.76
الف	5.44
الفاتحة	3.69
الفاسخ	1.09
الفاطر	1.73
الفاظ	3.36
الفاف	0.00
الفباء	1.04
الفبائي	1.10
الفة	2.87
الفت	3.56
الفتاوي	2.52
الفجيرة	3.55
الفحاوي	0.00
الفرات	3.98
الفصحى	3.81
الفلبين	4.45
الفى	2.39
الفي	3.83
الفيافي	2.42
الفية	2.80
الفين	3.81
الفيوم	3.86
الق	3.58
القاء	4.45
القاب	3.62
القاح	0.00
القاط	0.00
القاعدة	5.02
القاهرة	5.24
القت	4.02
القح	1.20
القدس	4.94
القدوس	3.72
القران	5.25
القرم	3.72
القرنفل	3.10
القرين	3.37
القطيف	4.28
القم	1.65
القنت	0.00
القوا	2.59
القواري	0.00
القوافي	3.31
القوس	4.08
القوقاز	3.99
القى	4.31
القي	3.25
القية	0.00
القين	2.27
الك	2.71
الكتاب	5.47
الكترون	2.66
الكرخ	3.02
الكع	0.00
الكعبة	3.96
الكن	0.00
الكنك	0.00
الكوفة	3.85
الكونغو	4.24
الكويت	5.37
اللات	3.12
اللتيات	0.00
اللتيان	0.00
اللهم	4.84
الليالي	4.11
الليلة	5.07
الم	4.78
الماتي	3.03
الماس	3.27
الماسة	2.42
الماسي	3.37
الماعز	3.81
المام	2.61
المان	3.42
الماني	3.76
المانيا	4.85
المانية	3.96
الماوي	1.74
المباغي	1.21
المباكي	0.00
المباني	4.51
المتم	0.00
المتن	0.00
المثاوي	0.00
المثنى	3.53
المجاري	3.84
المجر	3.71
المح	3.24
المحرم	3.69
المحمرة	2.90
المحويت	2.72
المحيي	2.29
المخا	3.05
المخلص	3.79
المدائن	3.17
المدينة	5.63
المذكر	2.97
المرء	4.66
المراة	5.43
المراثي	2.24
المراسي	2.66
المراعي	3.47
المراقي	1.79
المرامي	1.95
المريخ	4.36
المساعي	3.09
المساقي	1.46
المسيح	4.97
المشاتي	1.40
المشاكي	0.00
المشاوي	2.22
المشتري	3.95
المصالي	0.00
المصري	5.27
المع	3.46
المعاصي	3.65
المعاني	4.03
المعز	3.35
المعي	1.79
المغازي	2.80
المغاني	1.47
المغرب	5.31
المقالي	2.51
المقاهي	3.78
المكاوي	2.30
المكسيك	4.86
الملاقي	1.10
الملاهي	3.43
الملك	5.56
المماشي	1.09
المن	1.53
المنا	2.25
المناجي	1.25
المناحي	2.02
المناعي	3.71
المنافي	2.57
المنامة	3.95
المنيا	4.03
المهاوي	1.48
المهرة	3.56
المهم	4.95
الموا	1.21
المواشي	3.53
الموالي	3.73
الموت	5.34
الموصل	4.67
المي	1.77
الميزان	4.06
النار	5.52
الناصر	4.34
الناصرة	3.87
الناظور	3.44
النجف	3.98
النرويج	3.97
النقب	3.42
النمسا	4.04
النواحي	3.90
النوادي	3.66
النواصي	2.29
النواهي	1.56
النوبة	4.18
النيجر	3.94
النيل	4.73
اله	4.69
الهاء	2.63
الهاب	1.33
الهاج	0.00
الهام	3.93
الهب	2.18
الهة	3.84
الهج	0.00
الهف	0.00
الهم	3.35
الهمي	0.00
الهند	5.13
الهوة	0.00
الهى	1.71
الهي	4.27
الهيات	1.53
الو	2.61
الواح	3.82
الواحد	4.96
الواذ	0.00
الوان	4.32
الوة	0.00
الوتم	0.00
الوتن	0.00
الوداع	4.09
الوف	2.95
الومون	0.00
الون	2.92
الونا	1.63
الوهة	1.08
الوهية	2.53
الوى	1.23
الويات	0.00
الوية	3.58
الى	6.91
الي	5.25
اليابان	5.05
الياس	3.56
الياف	3.62
الية	4.40
اليرموك	4.16
اليس	4.63
اليسع	2.23
اليسن	1.18
اليسوا	2.00
اليسي	1.41
اليف	3.33
اليق	2.07
اليك	5.23
اليكم	4.50
اليكما	2.09
اليل	2.00
اليم	3.37
اليمن	5.53
الين	3.77
الينا	4.84
الينوي	3.09
اليه	5.54
اليها	5.24
اليهم	4.71
اليهما	3.71
اليهن	3.22
اليوم	6.19
اليونان	4.65
اما	5.65
اماء	2.42
امات	2.71
اماتة	2.28
اماتت	1.66
اماتوا	1.59
اماثل	1.23
اماثيل	0.00
اماجد	0.00
اماد	0.00
اماذا	1.08
امار	2.27
اماراتي	3.85
امارة	4.09
امارر	0.00
امازيغ	3.17
امازيغي	2.70
اماس	0.00
اماسي	1.95
اماضي	0.00
اماط	1.66
اماطة	2.66
اماع	0.00
اماعز	0.00
اماكن	4.86
امال	3.91
امالة	2.59
امالح	0.00
اماليح	0.00
امام	5.51
امامة	3.08
امامي	4.16
امان	4.36
امانة	4.13
اماني	3.75
امبير	3.41
امة	4.55
امت	2.89
امتاح	0.00
امتار	3.98
امتاز	3.16
امتازت	2.64
امتازوا	1.56
امتازي	0.00
امتاع	2.69
امتثال	2.96
امتثل	2.49
امتثلي	0.00
امتحان	4.13
امتحن	2.66
امتحني	0.00
امتخاض	0.00
امتخاط	0.00
امتخض	0.00
امتخط	0.00
امتد	3.85
امتداح	1.77
امتداد	4.30
امتدت	4.07
امتدح	2.68
امتدد	1.22
امتددتم	0.00
امتددتن	0.00
امتددنا	0.00
امتدوا	1.16
امتدي	0.00
امتراس	0.00
امترس	0.00
امترى	0.00
امتز	0.00
امتزاج	2.56
امتزتم	0.00
امتزتن	0.00
امتزج	2.47
امتزن	0.00
امتزنا	0.00
امتساك	0.00
امتسك	0.00
امتشاق	0.00
امتشط	0.00
امتشق	1.54
امتص	2.50
امتصاص	3.88
امتطاء	2.35
امتطى	2.28
امتع	3.13
امتعاض	2.30
امتعة	3.24
امتعض	1.76
امتقع	1.10
امتلا	3.35
امتلاء	3.02
امتلاك	4.12
امتلك	3.81
امتلكي	1.04
امتن	2.30
امتناع	3.05
امتنان	2.85
امتنع	3.37
امتهان	2.80
امتهن	2.53
امتياز	3.72
امتيز	0.00
امثال	4.25
امثل	3.55
امثلة	4.29
امثلن	0.00
امثلوا	0.00
امثلي	0.00
امثولة	2.02
امج	1.86
امجاد	3.08
امجد	3.54
امجدن	0.00
امجدوا	0.00
امجدي	0.00
امح	2.16
امحاء	1.13
امحاح	0.00
امحت	1.04
امحتا	0.00
امحص	0.00
امحصن	0.00
امحصوا	0.00
امحصي	0.00
امحض	0.00
امحق	1.73
امحقن	0.00
امحقوا	0.00
امحقي	0.00
امحون	0.00
امحى	1.57
امحي	2.07
امحيتم	0.00
امحيتما	0.00
امحيتن	0.00
امحينا	0.00
امخاخ	1.61
امخض	0.00
امخطة	0.00
امد	3.68
امداح	1.35
امداد	3.53
امدد	1.96
امددن	0.00
امدمي	0.00
امدوا	0.00
امدوحة	0.00
امدي	1.01
امدين	0.00
امذريان	0.00
امر	5.44
امرؤ	3.20
امرئة	0.00
امراء	3.74
امراة	5.17
امرار	2.38
امراس	0.00
امراض	4.46
امراع	0.00
امراغ	0.00
امراق	0.00
امرة	3.20
امرتم	0.00
امرتن	0.00
امرد	2.26
امرش	0.00
امرشن	0.00
امرشوا	0.00
امرشي	0.00
امرض	2.42
امرضن	0.00
امرضوا	0.00
امرضي	0.00
امرط	0.00
امرع	0.00
امرغ	1.26
امرق	0.00
امرك	4.29
امركة	1.79
امرنا	1.56
امرنوا	0.00
امرني	2.25
امري	4.07
امريكا	5.26
امريكة	1.85
امريكي	5.00
امزجة	2.15
امزح	3.70
امزحن	0.00
امزحوا	1.13
امزحي	1.26
امس	4.95
امساد	0.00
امساك	3.18
امساكية	1.21
امسس	0.00
امسسن	0.00
امسك	3.82
امسكي	1.94
امسوخ	0.00
امسى	3.15
امسية	3.75
امش	2.85
امشاج	2.34
امشاط	2.12
امشق	0.00
امشوا	2.38
امشى	2.27
امشي	3.66
امشين	0.00
امص	1.71
امصار	1.68
امصاص	0.00
امصال	0.00
امصرة	0.00
امصل	0.00
امض	2.96
امضاء	3.23
امضاغ	0.00
امضغ	1.36
امضوا	2.45
امضى	4.01
امضي	2.79
امضين	0.00
امطاء	0.00
امطار	3.95
امطر	3.12
امطرن	0.00
امطروا	1.25
امطري	1.66
امطى	0.00
امع	0.00
امعاء	3.18
امعان	2.20
امعة	2.37
امعز	0.00
امعط	0.00
امعن	2.73
امعية	0.00
امغاص	0.00
امغر	0.00
امكاء	0.00
امكان	2.92
امكانية	4.79
امكث	2.16
امكثن	0.00
امكثوا	2.06
امكثي	1.26
امكر	1.67
امكرن	0.00
امكروا	0.00
امكري	0.00
امكن	4.00
امكنة	3.09
امكني	1.46
امل	4.84
املؤوا	1.20
املئي	1.89
املا	3.05
املاء	2.88
املاح	3.02
املاق	2.14
املاك	3.64
املال	0.00
املان	0.00
املج	2.83
املح	2.01
املد	0.00
املس	2.95
املط	1.13
املطة	0.00
املق	1.17
املك	4.43
املكن	0.00
املكوا	1.10
املكي	0.00
املوحة	0.00
املى	2.72
املي	3.58
امم	4.06
اممي	3.22
امن	4.92
امناء	3.75
امنة	4.54
امنتم	2.51
امنتن	0.00
امنح	2.70
امنع	3.04
امنعن	0.00
امنعوا	2.19
امنعي	1.48
امنى	2.77
امني	4.19
امنية	4.60
امنيوتي	0.00
امنيون	2.05
امه	4.55
امهات	3.90
امهار	0.00
امهال	1.69
امهدة	0.00
امهر	3.08
امهري	0.00
امهق	2.04
امهل	2.29
امهى	0.00
امو	2.58
اموات	3.67
امواج	3.72
امواس	1.91
اموال	4.52
امواه	1.59
امور	4.69
اموري	3.39
اموس	2.32
امومة	2.76
امون	3.35
امونيوم	1.71
اموي	2.81
امى	3.37
امي	5.05
اميال	3.88
اميبا	1.58
اميبي	1.09
امية	3.93
اميتت	1.45
اميتي	1.87
امير	4.83
اميرات	2.86
اميرال	2.32
اميرة	4.26
اميركا	4.18
اميركي	4.01
اميري	3.52
اميز	3.26
اميل	3.41
اميلن	0.00
اميلوا	0.00
اميلي	2.54
امين	4.74
امينة	4.02
انئذ	2.30
انا	5.89
اناء	3.48
اناب	2.50
انابة	1.98
انابل	0.00
انابيب	4.02
انابيق	0.00
اناة	1.72
اناث	3.37
اناجع	0.00
اناجيل	2.32
اناخ	2.01
اناد	0.00
انادى	1.65
انادي	3.33
انار	2.81
انارة	3.33
انارت	2.34
اناروا	1.32
اناس	4.59
اناسب	1.50
اناسي	2.01
اناسية	0.00
اناشيد	3.29
اناشيط	0.00
اناصف	0.00
اناط	1.70
اناطة	1.46
اناطر	0.00
اناظيم	0.00
اناعيم	0.00
اناغالس	0.00
اناف	1.01
انافس	2.14
انافع	0.00
انافي	1.80
اناقة	3.61
اناقي	0.00
انال	3.35
انام	4.22
انامت	0.00
انامل	2.67
اناموا	0.00
انان	2.76
اناناس	2.38
اناني	3.17
انانية	3.43
اناوئ	0.00
اناور	0.00
اناوى	0.00
اناى	1.71
انب	2.12
انبؤوا	0.00
انبئتم	0.00
انبئتن	0.00
انبئنا	1.36
انبئي	0.00
انبا	1.96
انباء	4.38
انبات	2.53
انباتم	0.00
انباتن	0.00
انبار	1.64
انباز	0.00
انباط	1.26
انباع	1.54
انبال	0.00
انبان	0.00
انبانا	2.32
انباه	0.00
انبت	2.64
انبث	1.05
انبثاث	1.34
انبثاق	2.68
انبثق	3.07
انبج	0.00
انبجاس	0.00
انبجس	0.00
انبذ	1.55
انبذة	0.00
انبذن	0.00
انبذوا	0.00
انبذي	0.00
انبرام	0.00
انبرم	0.00
انبرى	2.19
انبساط	2.41
انبسط	2.32
انبسطتم	0.00
انبسطتن	0.00
انبسطنا	1.12
انبسطي	0.00
انبط	0.00
انبطاح	1.96
انبطح	2.33
انبعاث	3.18
انبعاج	2.11
انبعث	2.41
انبعج	0.00
انبغى	1.27
انبل	2.88
انبلاج	2.00
انبلج	1.57
انبلع	0.00
انبنى	1.71
انبهار	2.38
انبهت	0.00
انبهر	2.57
انبوب	3.89
انبوبة	3.24
انبوش	0.00
انبياء	3.11
انبيق	0.00
انة	3.37
انت	6.03
انتا	2.58
انتاب	1.86
انتاج	4.92
انتاجي	2.61
انتار	0.00
انتاى	0.00
انتباه	4.23
انتبذ	0.00
انتبه	4.12
انتثر	1.96
انتج	3.80
انتجاع	0.00
انتجب	0.00
انتجع	1.04
انتجف	0.00
انتجى	0.00
انتحاب	1.35
انتحار	4.03
انتحاري	3.66
انتحال	3.15
انتحب	1.83
انتحر	3.56
انتحس	0.00
انتحل	2.74
انتحلي	0.00
انتحى	1.87
انتخاب	4.33
انتخابي	3.13
انتخب	3.81
انتداب	2.83
انتدب	2.63
انتدى	0.00
انترنت	4.07
انتزاع	3.72
انتزع	3.21
انتساب	2.87
انتساخ	1.04
